itm_item;grp_dscgrp;sgr_dscsgr;itm_descri;itm_marca
0000001769;FRIOS;DIVERSOS;MANDIOQUINHA;CEASA
0000002060;MATERIAIS DURAVEIS;DIVERSOS;CIMENTO SAC.50KG.;
0000001723;;;REGUA TRANSPARENTE TAM.20CM.;BANDEIRANTE
0000000711;CEREAIS;DIVERSOS;MISTURA P/BAIAO DE TRES PCT.01KG.;FORMA FACIL
0000000653;BEBIDAS;DIVERSOS;REFRIGERANTE DE GUARANA ZERO DESC. FD.06X02LT.;ANTARCTICA
0000000332;PRODUTOS DE HIGIENE;DIVERSOS;SABONETE LIQUIDO CX.04X05LT.;
0000001602;FRIOS;DIVERSOS;FILE DE SOBRECOXA DE FRANGO EMPANADO CONG.;SADIA
0000001941;MATERIAIS DURAVEIS;DIVERSOS;PUGLE ADAPTADOR P/TOMADA;
0000000814;MATERIAIS DURAVEIS;DIVERSOS;SABONETEIRA PLASTICA CAP.900ML.;JSN
0000000008;;;PINCEL ATOMICO CORES VARIADAS PCT.12UND.;PILOT
0000000035;;;CANETA ESFEROGRAFICA COR VERMELHA CX.50UND.;
0000000714;MASSAS E BISCOITOS;DIVERSOS;FARINHA DE ROSCA PCT.01KG.;W&M
0000001801;CEREAIS;DIVERSOS;FEIJAO DE CORDA BRANCO FD.30X01KG.;NOVIN
0000000808;BEBIDAS;DIVERSOS;REFRIGERANTE SABORES VARIADOS DESC. FD.06X02LT.;SCHIN
0000001971;MATERIAIS DURAVEIS;DIVERSOS;FACA P/CORTES DE CARNES EM INOX;
0000001038;;;ENVELOPE OFICIO BRANCO TAM.22X32CM.;
0000000540;MATERIAIS DURAVEIS;DIVERSOS;DISPENSER CORTE AUTOMATICO ROLO PAPEL;DALPONT
0000000290;DESCARTAVEIS;DIVERSOS;TAMPA DESCARTAVEL TM-75 PCT.50UND.;MARATA
0000001639;;;ESTABILIZADOR REVOLUTION SPEEDY PRETO;IBYTE
0000001706;MATINAIS;DIVERSOS;MISTURA A BASE MORANGO NESQUIK CX.12X380G.;NESTLE
0000000229;MATERIAL DE LIMPEZA;DIVERSOS;FLANELA 100% ALGODAO TAM.30X50CM.;POPO
0000001709;MATERIAIS DURAVEIS;DIVERSOS;BALANCA MECANICA CAP.150KG.;MICHELETTI
0000000989;PRODUTOS DE LIMPEZA;DIVERSOS;LIMPA VIDROS CX.12X01LT.;TALIMPO
0000000327;PRODUTOS DE LIMPEZA;DIVERSOS;DETERGENTE LIQUIDO CX.24X500ML.;LIMPOL
0000001659;MATINAIS;DIVERSOS;CAFE MOIDO A VACUO PURO SELO ABIC CX.20X250G.;MARATA
0000001245;DESCARTAVEIS;DIVERSOS;PANO P/LIMPEZA BRANCO ROL.300M.;ASSOLAN
0000002017;MATERIAIS DURAVEIS;DIVERSOS;PEDESTAL MIC PGM 10 PRS;MICHAEL
0000000037;MATINAIS;DIVERSOS;ADOCANTE LIQUIDO CX.12X100ML.;MARATA
0000000492;PRODUTOS DE HIGIENE;DIVERSOS;FRALDAS DESC. INFANTIL TAM.G PCT.08UND.;DRY
0000001661;MATERIAIS DURAVEIS;DIVERSOS;MICROFONE COM FIO ;LE SON
0000000261;MATERIAL DE LIMPEZA;DIVERSOS;SACO PLASTICO P/LIXO HOSP. T/V. PCT.100X100L;RAVA
0000000412;MATINAIS;DIVERSOS;PO P/GELATINA INCOLOR E S/SABOR PCT.02X12G.;ROYAL
0000000875;FRIOS;DIVERSOS;CARNE BOVINA DO SOL ;
0000000916;MATINAIS;DIVERSOS;ALIMENTO A BASE DE ARROZ/AVEIA MUCILON CX.18X400G.;NESTLE
0000000160;PRODUTOS DE LIMPEZA;DIVERSOS;ALCOOL COMUM CX.12X01LT.;COPERALCOOL
0000000810;DOCES;DIVERSOS;BOMBONS TOFFER SORTIDO PCT.700G.;EMBARE
0000001416;MATERIAIS DURAVEIS;DIVERSOS;LIQUIDIFICADOR COMUM CAP.1,5LT.;WALITA
0000000828;DESCARTAVEIS;DIVERSOS;GUARDANAPO DE PAPEL TAM.20X23CM. CX.72X50UND.;SCALA
0000000062;;;CLIPS 6/0 CX.50UND.;
0000000002;MATERIAL DE LIMPEZA;DIVERSOS;RODO DE MADEIRA 40CM. C/CABO DE MADEIRA;FORTLEVES
0000000209;TEMPEROS E CONDIMENTOS;DIVERSOS;EXTRATO DE TOMATE CX.24X340G.;TAMBAU
0000001887;DOCES;DIVERSOS;DOCINHOS PARA FESTA PCT.100UND.;W&M
0000000806;PERMANENTE;DIVERSOS;AR CONDICIONADO 18.000 BTUS;CONSUL
0000000367;FRIOS;DIVERSOS;FILE DE PEITO DE FRANGO CONG. CX.18KG.;
0000001249;MATERIAL DE LIMPEZA;DIVERSOS;VASSOURA ESFREGAO REF. 9006;BETTANIN
0000000246;MATERIAL DE LIMPEZA;DIVERSOS;VASSOURA LEQUE DE NYLON Nº 3 C/CABO REVEST.;FORTLEVES 
0000001578;DESCARTAVEIS;DIVERSOS;PAPEL HIGIENICO FOLHA SIMPLES FD.08X300M.;LIZ
0000001500;MATERIAIS DURAVEIS;DIVERSOS;TELEFONE S/FIO VTECH;CORSA 100
0000001406;MATERIAIS DURAVEIS;DIVERSOS;TELA MOSQUITEIRO;
0000001509;;;TRANSFERIDOR 180 GRAUS PCT.10UND.;WALLEU
0000000503;DESCARTAVEIS;DIVERSOS;SACO PLASTICO TRANSP. CAP.1,5KG. PCT.100UND. ;ZINCO
0000000048;MASSAS E BISCOITOS;DIVERSOS;BISCOITO RECHEADO VARIADOS CX.30X140G.;RICHESTER
0000002022;MATERIAIS DURAVEIS;DIVERSOS;CADEIRA TIPO CARTEIRA ESCOLAR EM MADEIRA;
0000001614;DOCES;DIVERSOS;COBERTURA DE CHOCOLATE AO LEITE 01KG.;NESTLE
0000002050;MATERIAIS DURAVEIS;DIVERSOS;CAMERA FILMADORA DIGITAL;
0000002040;MATERIAIS DURAVEIS;DIVERSOS;TELHA;
0000001378;MATERIAIS DURAVEIS;DIVERSOS;TABUA PARA CARNES EM PLASTICO;
0000000914;DESCARTAVEIS;DIVERSOS;FOSFORO EXTRA LONGO PCT.30CX.;CAVALO VERMELHO
0000001757;TEMPEROS E CONDIMENTOS;DIVERSOS;TEMPERO COMPLETO LIQUIDO CX.12X500ML.;NERUSKA
0000000039;PRODUTOS DE LIMPEZA;DIVERSOS;QUEROSENE LAT.18LT.;JACARE
0000000844;DESCARTAVEIS;DIVERSOS;GUARDANAPO DE PAPEL TAM.18X22CM. CX.100X50UND.;MALU
0000001173;MATERIAL DE LIMPEZA;DIVERSOS;RODO DE MADEIRA 40CM. C/CABO REVESTIDO;FORTLEVES
0000001155;PRODUTOS DE HIGIENE;DIVERSOS;HIGIENIZADOR SANIT. LIQ. REFIL CX.12X50ML.;PATO PURIFIC
0000001930;;;RODO P/SERIGRAFIA;POLY
0000001716;MATERIAIS DURAVEIS;DIVERSOS;PISTOLA PARA COLA QUENTE PEQUENA;
0000001206;FRIOS;DIVERSOS;SALSA;CEASA
0000002067;MATERIAIS DURAVEIS;DIVERSOS;FUNIL;
0000001872;MATERIAIS DURAVEIS;DIVERSOS;TESOURA P/POLDAR CERCA VIVA Nº 10;TRAMONTINA
0000001362;MATERIAL DE LIMPEZA;DIVERSOS;SACOLA PLASTICA TAM.42X53CM;AMPACK
0000095687;FRIOS;DIVERSOS;CARNE DE PEIXE MOÍDA CONGELADA;VALPEX
0000000512;PRODUTOS DE HIGIENE;DIVERSOS;PAPEL HIGIENICO BRANCO FD.64X20MT.;SCOTH
0000000347;BEBIDAS;DIVERSOS;REFRIGERANTE DE LIMAO DESC. FD.06X02LT.;ANTARCTICA
0000000891;FRIOS;DIVERSOS;MAÇA VERDE;CEASA
0000000885;MATERIAIS DURAVEIS;DIVERSOS;CISCADOR DE PLASTICO;
0000001389;MATERIAIS DURAVEIS;DIVERSOS;JOGO DE MANTIMENTOS C/04UND;
0000000105;CEREAIS;DIVERSOS;FARINHA DE TRIGO ESPECIAL SAC.50KG.;D. MARIA
0000000578;TEMPEROS E CONDIMENTOS;DIVERSOS;AMACIANTE P/CARNES CX.10X01KG.;KITANO
0000000117;DESCARTAVEIS;DIVERSOS;COPO DESC. P/AGUA PCT.100X150ML.;MARATA
0000000522;PRODUTOS DE LIMPEZA;DIVERSOS;LUSTRA MOVEIS CX.24X200ML.;WORKER
0000001502;;;CAPA ENCADERNACAO A4 PCT.100UND.;
0000000725;PRODUTOS DE LIMPEZA;DIVERSOS;REMOVEDOR CERA ACRILICA CX.06X01LT.;NOVA RENKO
0000000910;MATERIAIS DURAVEIS;DIVERSOS;ESCADA ;
0000000812;DESCARTAVEIS;DIVERSOS;MASCARA P/HIGIENIZACAO (PO/POEIRA) CX.100UND.;REXON
0000001192;TEMPEROS E CONDIMENTOS;DIVERSOS;EXTRATO DE ALHO CX.12X500G.;REGINA
0000000454;DESCARTAVEIS;DIVERSOS;PRATO FUNDO (CUMBUCA) 150MM. PCT.10UND.;MARATA
0000000498;PRODUTOS DE HIGIENE;DIVERSOS;TALCO BRANCO INFANTIL CX.24X200G.;SAPEKA
0000002028;;;FORMULARIO DE SOLICITACAO DE PIS;
0000001666;BEBIDAS;DIVERSOS;SUCO CONCENTRADO DE GOIABA CX.12X01L.;CANA
0000000125;PRODUTOS DE LIMPEZA;DIVERSOS;SABAO EM PO MULTIACAO CX.24X500G.;OMO
0000001899;MATERIAIS DURAVEIS;DIVERSOS;REFIL P/FILTRAR AGUA DE BEBEDOURO;
0000000500;TEMPEROS E CONDIMENTOS;DIVERSOS;ESSENCIA DE BAUNILHA CX.24X30ML.;MARIZA
0000001793;MATINAIS;DIVERSOS;REFEICAO (ALMOÇO);
0000000545;PRODUTOS DE HIGIENE;DIVERSOS;PAPEL TOALHA INTERF. BCO. CX.2.000FLS.;PROPAPER
0000000063;PRODUTOS DE LIMPEZA;DIVERSOS;DESODORANTE SANIT. C/SUPORTE CX.96X35G.;SANY BRIL
0000002012;MATERIAIS DURAVEIS;DIVERSOS;SAX TENOR SM - 45/46;MICHJAEL
0000001743;DESCARTAVEIS;DIVERSOS;BANDEJA PAPELAO LAMINADO REDONDA Nº 08;PLAC
0000002033;;;FORMULARIO FEDERAL TIPO DARM 100FLS.;
0000001764;MATERIAIS DURAVEIS;DIVERSOS;CADEIRA FIXA COM ARMACAO EM ACO;
0000000850;MATINAIS;DIVERSOS;PEPTAMEN PO CX.12X430G.;NESTLE
0000000350;BEBIDAS;DIVERSOS;REFRIGERANTE DE COLA DESC. FD.06X02LT.;PEPSI
0000000453;PRODUTOS DE LIMPEZA;DIVERSOS;CERA LIQUIDA INCOLOR CX.12X750ML.;BRYO
0000001312;FRIOS;DIVERSOS;POLPA DE ABACAXI PCT.10X100G.;POLPA PURA
0000001812;ENLATADOS;DIVERSOS;AZEITONA VERDE EM SACHET CX.24X100G.;ALIMENKO
0000001927;;;EMULSAO VERDE P/SERIGRAFIA 01LT.;
0000000141;PRODUTOS DE HIGIENE;DIVERSOS;PAPEL TOALHA CREME FD.1250FLS TAM.23X23CM;VIP
0000001760;MATERIAIS DURAVEIS;DIVERSOS;CESTO P/LIXO CAP.30LT.;LUMAR
0000001981;MATERIAIS DURAVEIS;DIVERSOS;FERRAMENTAS;
0000000228;PRODUTOS DE HIGIENE;DIVERSOS;SABONETE SUAVE CX.1.000X08G.;
0000001586;MATERIAIS DURAVEIS;DIVERSOS;GARRAFA TERMICA DE AÇO INOX CX.06X500ML.;INVICTA
0000002049;MATERIAIS DURAVEIS;DIVERSOS;HEADSET FELITRON S8010;
0000000841;MATERIAIS DURAVEIS;DIVERSOS;SABONETEIRA PLASTICA COM REFIL ;JSN
0000000518;MATERIAIS DURAVEIS;DIVERSOS;MODELO ANATOMICO CORACAO;
0000001589;TEMPEROS E CONDIMENTOS;DIVERSOS;MISTURA P/MOLHO ROTTI ESCURO CX.10X500G.;NUTRIMENTAL
0000000647;CEREAIS;DIVERSOS;TAPIOCA GRANULADA FD.20X500G.;PRATA
0000000494;PRODUTOS DE HIGIENE;DIVERSOS;FRALDAS DESC. GERIATRICA TAM.P PCT.12UND.;NATURAL MASTER
0000000232;MATERIAL DE LIMPEZA;DIVERSOS;DISPENSER PAPEL HIGIENICO PARA 800M.;AURIMAR
0000000867;FRIOS;DIVERSOS;VAGEM 1ª QUALIDADE;CEASA
0000000385;MATERIAL DE LIMPEZA;DIVERSOS;DISCO REMOVEDOR P/ENC. IND. AMARELO 50CM.;BETANNIN
0000000349;MATINAIS;DIVERSOS;ALIM. A BASE DE SOJA S/LACT. SUPRA SOY CX.12X300G.;JOSAPAR
0000000288;PRODUTOS DE HIGIENE;DIVERSOS;COTONETES CX.75UND.;COTTONBABY
0000001770;FRIOS;DIVERSOS;FRUTAS CRISTALIZADA;CEASA
0000001683;;;PASTA COLECIONADOR CARTAO DUPLO ;GEKA
0000000970;CEREAIS;DIVERSOS;FEIJAO VERDE PCT.01KG.;CEASA
0000000049;DESCARTAVEIS;DIVERSOS;COPO DESC. P/CAFE PCT.100X50ML.;MARATA
0000000248;MATERIAL DE LIMPEZA;DIVERSOS;ESPONJAO DUPLA FACE ESFREBOM TAM.180X103MM.;BETTANIN
0000000777;MATERIAIS DURAVEIS;DIVERSOS;MAMADEIRA PLASTICA TRANSP. CAP.50ML.;FIONA
0000001617;MATINAIS;DIVERSOS;SUPLEMENTO ALIM. EM PO FORTINI CX.12X400G.;SUPORTE
0000000090;MATERIAL DE LIMPEZA;DIVERSOS;PAPEL TOALHA BRANCO FD.1250FLS TAM.23X20CM.;TOP CLEAN
0000001297;;;CARTOLINA CORES VARIADAS PCT.100UND.;
0000001906;;;LINHA DE PONTO CRUZ;
0000002005;BEBIDAS;DIVERSOS;CERVEJA LONG NECK CX.06X355ML. ;SKOL
0000001922;PRODUTOS DE LIMPEZA;DIVERSOS;TINTA LATEX CORES VARIADAS BAL.3,600LT.;
0000000344;MATERIAIS DURAVEIS;DIVERSOS;BOTIJAO PARA GAS DE COZINHA CAP.13KG.;
0000002002;FRIOS;DIVERSOS;MELAO PRINCIPE;CEASA
0000000376;MATERIAIS DURAVEIS;DIVERSOS;GUIA DE SECAGEM REMOVIVEL EM PLASTICO 25CM.;BRALIMPIA
0000000877;TEMPEROS E CONDIMENTOS;DIVERSOS;MOLHO DE TOMATE CX.12X1,05G.;QUERO
0000022356;FRIOS;DIVERSOS;X;
0000001366;DESCARTAVEIS;DIVERSOS;STENCIL A ALCOOL CX.100FLS.;NOVO RX
0000000876;FRIOS;DIVERSOS;CARNE BOVINA EM TIRAS CONG.;SABOR DO SERTAO
0000000339;BEBIDAS;DIVERSOS;REFRIGERANTE DE LIMAO CX.12X350ML.;ANTARCTICA
0000001438;PRODUTOS DE HIGIENE;DIVERSOS;KIT ESCOVA E PENTE INFANTIL P/BABELOS ;BONI
0000002056;MATERIAIS DURAVEIS;DIVERSOS;REAGENTE QUIMICO PARA MICROSCOÍO;
0000001948;FRIOS;DIVERSOS;RABO SUINO SALGADO;EXCELENCIA
0000000771;FRIOS;DIVERSOS;QUEIJO DE COALHO ;
0000002053;MATERIAIS DURAVEIS;DIVERSOS;COTOVELEIRA;
0000001382;MATERIAIS DURAVEIS;DIVERSOS;FONES P/OUVIDO C/MICROFONE ;
0000001596;BEBIDAS;DIVERSOS;AGUA DE COCO CX.24X200ML.;DUCOCO
0000000505;PRODUTOS DE LIMPEZA;DIVERSOS;SABONETE LIQUIDO STATUS GEL BOB.05L.;FAXQUIMICA
0000000960;PRODUTOS DE HIGIENE;DIVERSOS;SABONETE LIQUIDO EM REFIL CX.800ML.;DAL PONT
0000001333;;;PAPEL MADEIRA;
0000000669;EXPEDIENTE;DIVERSOS;CADERNO BROCHURA 96FLS.;
0000000373;MATERIAL DE LIMPEZA;DIVERSOS;REFIL MOP PO 60CM.;BRALIMPIA
0000001450;MATERIAL DE LIMPEZA;DIVERSOS;DISCO REMOVEDOR P/ENC. IND. BRANCO 40CM.;BETTANIN
0000001178;MATERIAIS DURAVEIS;DIVERSOS;GARRAFA TERMICA CX.12X01LT.;ALADDIN
0000000745;MATERIAL DE LIMPEZA;DIVERSOS;PA P/LIXO PLASTICA C/CABO LONGO DE MADEIRA;MP
0000001142;MATINAIS;DIVERSOS;PEPTAMEN PREBIO CX.12X250ML.;NESTLE
0000001700;MATERIAIS DURAVEIS;DIVERSOS;"NOTEBOOK 3GB, HD320GB,TELA 15,4"".";ITAUTEC
0000000807;DOCES;DIVERSOS;RAPADURA NATURAL PCT.40X25G.;DOCES FINOS
0000000134;MATINAIS;DIVERSOS;ALIMENTO A BASE DE ARROZ EM SACHET CX.12X230G.;NUTRILON
0000000320;MASSAS E BISCOITOS;DIVERSOS;CASADINHOS C/RECHEIO DE GOIABADA PCT.01KG.;DACASA
0000000240;PRODUTOS DE HIGIENE;DIVERSOS;PAPEL TOALHA FOLHA DUPLA TAM.21,5X20,0 C/60FLS.;SCALA
0000000613;MASSAS E BISCOITOS;DIVERSOS;PAO CARIOQUINHA 50G.;W&M
0000001274;EXPEDIENTE;DIVERSOS;AREIA DOURADA PCT.100G.;
0000000447;MATERIAL DE LIMPEZA;DIVERSOS;RODO PLASTICO BORRACHA SIMPLES 40CM;BETTANIN
0000000051;ENLATADOS;DIVERSOS;LEITE CONDENSADO CX.27X395G.;ITAMBE
0000000331;TEMPEROS E CONDIMENTOS;DIVERSOS;MOSTARDA CX.06X950GR.;CEPERA
0000000338;DESCARTAVEIS;DIVERSOS;SACO PLASTICO TRANSPARENTE 500G PCT.100UND;DORIPLAST
0000000893;MATERIAIS DURAVEIS;DIVERSOS;RASPADOR NORMAL C/CABO;BRALIMPIA
0000002063;MATERIAIS DURAVEIS;DIVERSOS;PICCOLO  WPCM25;MICHAEL
0000000818;;;COLA QUENTE EM BASTAO GROSSA ;
0000000791;BEBIDAS;DIVERSOS;SUCO CONCENTRADO DE UVA CX.12X500ML.;CANA
0000001185;;;FITA P/IMPRESSORA IBM 761 CORRIGIVEL ;MASTERPRINT
0000001478;MATERIAIS DURAVEIS;DIVERSOS;GUILHOTINA PARA 08FL. ;
0000001882;;;LAMINA PARA ESTILETE ESTREITO CX.100UND.;CONCEPT
0000002018;TEMPEROS E CONDIMENTOS;DIVERSOS;AZEITE DE OLIVA COMPOSTO CX.12X500ML.;QUINTA DO CAIS
0000001810;MATINAIS;DIVERSOS;ALIMENTO A BASE DE ARROZ CX.12X350G.;VITALON
0000001408;FRIOS;DIVERSOS;FILE DE PEIXE (TILAPIA) CONG.;F. S. ROCHA
0000000387;MASSAS E BISCOITOS;DIVERSOS;BOLINHO RECHEADO VARIADOS CX.06X12X40G.;PELAGGIO
0000001126;PRODUTOS DE HIGIENE;DIVERSOS;TOALHA P/ROSTO ELISA TAM.50X80CM.;ATLANTICA
0000001334;;;PAPEL QUADRICULADO A4;
0000002072;MATERIAIS DURAVEIS;DIVERSOS;UNIDADE CONDENSADORA HW 9K 220V;ELGIN
0000000570;PRODUTOS DE LIMPEZA;DIVERSOS;SABAO EM PO FD.10X05KG.;GUARANY
0000000624;PRODUTOS DE LIMPEZA;DIVERSOS;SILICONE LIQUIDO TUB.100ML.;CARNU
0000001803;MATERIAIS DURAVEIS;DIVERSOS;ARAME GALVANIZADO ;
0000002116;BEBIDAS;DIVERSOS;POLPA DE MARACUJA PCT.10X100G;POLPA PURA
0000000452;PRODUTOS DE HIGIENE;DIVERSOS;PAPEL TOALHA BRANCO FD.1.250FLS. ;VIP
0000000662;MATERIAL DE LIMPEZA;DIVERSOS;LUVA DE BORRACHA VERNIZ SILVER TAM. G;VOLK
0000000661;MATERIAL DE LIMPEZA;DIVERSOS;LUVA DE BORRACHA VERNIZ SILVER TAM. M;VOLK
0000000569;MATINAIS;DIVERSOS;PRE NAN PUFA CX.12X400G.;NESTLE
0000000716;DESCARTAVEIS;DIVERSOS;LENCOL DE PAPEL DESC. HOSPITALAR ROL.70X50CM.;PSA
0000000144;MATINAIS;DIVERSOS;ALIMENTO A BASE DE ARROZ MUCILON CX.18X400G.;NESTLE
0000000759;BEBIDAS;DIVERSOS;VINHO BRANCO CX.12X750ML.;COUNTRY WINE
0000000407;PRODUTOS DE LIMPEZA;DIVERSOS;DETERGENTE L M MAX BOB.50L.;SANDET
0000000793;DOCES;DIVERSOS;COCADINHA DE COCO EMBALADA PCT.12UND.;CREMOSINHA
0000001696;MATERIAIS DURAVEIS;DIVERSOS;RECARREGADOR DE PILHAS 0170;LEADERSHIP
0000000534;MATERIAL DE LIMPEZA;DIVERSOS;ESPANADOR DE TUCUM C/CABO PEQ.;FORTLEVES
0000000602;MATERIAL DE LIMPEZA;DIVERSOS;BACIA PLASTICA TAM. G;IBAP
0000001689;MATERIAIS DURAVEIS;DIVERSOS;FITA ZEBRADA DE SINALIZACAO;
0000002090;MATERIAIS DURAVEIS;DIVERSOS;RIPA DE MADEIRA MISTA;ESCALA
0000000822;MATINAIS;DIVERSOS;OVOS DE CODORNA BAND.30UND.;AVINE
0000000471;HORTIFRUTI;DIVERSOS;AMEIXA SECA 1ª QUALIDADE PCT.500G.;CEASA
0000001390;MATERIAIS DURAVEIS;DIVERSOS;LEITEIRA CAP.02LT.;
0000002006;PRODUTOS DE LIMPEZA;DIVERSOS;AGUA SANITARIA CX.04X05LT.;
0000001656;MATINAIS;DIVERSOS;IOGURTE NATURAL INTEGRAL CX.24X170G.;BATAVO
0000001121;CEREAIS;DIVERSOS;AMIDO DE MILHO CX.12X200G.;MARIZA
0000000958;TEMPEROS E CONDIMENTOS;DIVERSOS;CRAVO DA INDIA FD.12X20G.;MARIZA
0000001822;MATERIAIS DURAVEIS;DIVERSOS;PROTETOR DE CABECA PARA LUTA;PLASTCOR
0000001167;MATERIAIS DURAVEIS;DIVERSOS;XICARA P/CAFE CX.06UND.;
0000000013;FRIOS;DIVERSOS;COXA E SOBRECOXA DE FRANGO CONG. CX.18KG.;MISTER FRANGO
0000001405;MATERIAIS DURAVEIS;DIVERSOS;APARELHO DE DVD C/ENTRADA USB;SEMP
0000001056;DESCARTAVEIS;DIVERSOS;SACO PLASTICO REFORCADO P/LIXO CAP.100LT.;DORIPLAST
0000002089;FRIOS;DIVERSOS;SALSICHA DE FRANGO CONG.;FRIATO
0000001315;FRIOS;DIVERSOS;GELO EM CUBO SAC.2,5KG. ;CRISTALINO
0000002073;MATERIAIS DURAVEIS;DIVERSOS;TERMOMETRO CLINICO;
0000001797;;;PASTA ARQUIVO MORTO PLASTICA;ONDUNORTE
0000002054;MATERIAIS DURAVEIS;DIVERSOS;LUVA PARA ESPORTE;DEFENDSPORTS
0000001854;EXPEDIENTE;DIVERSOS;FITA DUREX COLORIDA TAM.12X10MT.;
0000000664;PRODUTOS DE HIGIENE;DIVERSOS;PAPEL HIGIENICO FOLHA DUPLA FD.64X30M.;NESS
0000001678;;;ENVELOPE OURO TAM.176X250MM. PCT.100UND.;
0000001693;MATERIAIS DURAVEIS;DIVERSOS;PROGRAMACAO ANTIVIRUS;M. PLUS
0000000158;MATERIAL DE LIMPEZA;DIVERSOS;RODO DE MADEIRA 50CM. C/CABO REVESTIDO;FORTLEVES
0000000197;PRODUTOS DE HIGIENE;DIVERSOS;SABONETE EM BARRA INFANTIL PCT.12X80G.;XUXINHA
0000001225;MASSAS E BISCOITOS;DIVERSOS;MASSA PARA PASTEL PCT.01KG.;NOBRESAL
0000001968;;;PASTA COLECIONADOR COMERCIAL;
0000001325;;;LIVRO DE RESULTADOS FINAIS C/100FLS.;
0000000709;FRIOS;DIVERSOS;CARNE BOVINA (MUSCULO) CONG.;MAFRINORTE
0000001836;;;FITA EMP. PAPEL LISO 25X50;EUROCEL
0000001989;MATERIAIS DURAVEIS;DIVERSOS;MESINHA PARA TELEFONE;
0000000485;MATERIAL DE LIMPEZA;DIVERSOS;PA P/LIXO PLASTICA JEITOSA CANGURU C/CABO;BETTANIN
0000001938;MATERIAIS DURAVEIS;DIVERSOS;COLHER PLASTICA P/MINGAU;JOLLY
0000001302;CEREAIS;DIVERSOS;MISTURA P/RISOTO DE CARNE CX.10X01KG. ;FORMA FACIL
0000000775;FRIOS;DIVERSOS;QUEIJO PARMESSAO INTEIRO;ILDA
0000001795;MATINAIS;DIVERSOS;SUSTAGEM SAB. VARIADOS CX.12X400G.;MEAD JOHNSON
0000000066;TEMPEROS E CONDIMENTOS;DIVERSOS;PIMENTA DO REINO MOIDA PCT.15X40G.;ISHASHI
0000000459;PRODUTOS DE LIMPEZA;DIVERSOS;LIMPADOR DE ALUMINIO CX.24X500ML;GUT-LAR 
0000001409;MATINAIS;DIVERSOS;ALIMENTO A BASE DE TRES FRUTAS SACHET CX.12X230G.;NUTRILON
0000001737;MATERIAL DE LIMPEZA;DIVERSOS;CABO DE ALUMINIO ADONISADO P/MOP PO 1,40MT.;CERTEC
0000000603;MATERIAL DE LIMPEZA;DIVERSOS;CORDA P/VARAL EM NYLON PCT.10M.;ARCO IRIS
0000000976;PRODUTOS DE LIMPEZA;DIVERSOS;ALCOOL ETILICO 92,8° INPM CX.12X01LT.;SANTA CRUZ
0000001748;EXPEDIENTE;DIVERSOS;PAPEL FOTOGRAFICO PCT.50FLS.;
0000001423;MATERIAIS DURAVEIS;DIVERSOS;RACK EM MADEIRA;
0000001050;DOCES;DIVERSOS;BALAS SORTIDAS PCT.700G.;DORY
0000000341;TEMPEROS E CONDIMENTOS;DIVERSOS;VINAGRE AGRIN VINHO TINTO CX.12X500ML.;MARATA
0000000094;;;PASTA ELASTICO PLASTIF. CARTAO FINO OFICIO;POLYBRAS
0000000900;HORTIFRUTI;DIVERSOS;ABOBRINHA ITALIANA DE 1ª QULIDADE;CEASA
0000001356;;;GIZ DE CERA TAM. GRANDE CX.12UND.;
0000001338;;;PASTA CANALETA OFICIO PCT.10UND.;YES
0000000736;FRIOS;DIVERSOS;SALSICHA HOT DOG CONG. PCT.05KG.;REZENDE
0000000972;FRIOS;DIVERSOS;COXA C/SOBRECOXA DE FRANGO (PASSAR.) CONG. CX.15KG;SADIA
0000000392;DOCES;DIVERSOS;CHOCOLATE EM BASTAO BATON CX.30UND.;GAROTO
0000001873;MATERIAIS DURAVEIS;DIVERSOS;PA PLASTICA GRANDE;BRALIMPIA
0000002036;MATERIAIS DURAVEIS;DIVERSOS;CALCA EM JEANS COR AZUL;
0000000890;FRIOS;DIVERSOS;COXINHA DA ASA DE FRANGO CONG.;MAXFRANGO
0000001364;DESCARTAVEIS;DIVERSOS;BALAO PARA FESTA PCT.50UND.;
0000000239;MATERIAL DE LIMPEZA;DIVERSOS;RODO DE MADEIRA 50CM. C/CABO DE MADEIRA;FORTLEVES
0000000820;MATERIAIS DURAVEIS;DIVERSOS;BOTA DE BORRACHA TIPO SETE LEGUA PRETO;VULCABRAS
0000001846;TEMPEROS E CONDIMENTOS;DIVERSOS;CATCHUP CX.12X820G.;TAMBAU
0000001237;PRODUTOS DE HIGIENE;DIVERSOS;PENTE PLASTICO GDE. CERLAO C/CABO ;CONDOR
0000000701;FRIOS;DIVERSOS;LINGUICA FRESCAL/MISTA PCT.05KG.;SEARA
0000001373;MATERIAIS DURAVEIS;DIVERSOS;PENEIRA DE PLASTICO;
0000000558;PRODUTOS DE HIGIENE;DIVERSOS;CREME DENTAL PCT.12X90G.;EVEN
0000001004;CEREAIS;DIVERSOS;MAMAO HAVAI;CEASA
0000000086;PRODUTOS DE HIGIENE;DIVERSOS;PENTE PEQ. C/CABO PLASTICO;STA. CLARA
0000001684;;;PAPEL CREPON CORES VARIADAS;
0000000129;MATERIAL DE LIMPEZA;DIVERSOS;LUVA LATEX FORRADA ANTIDERRAPANTE TAM. G;VOLK
0000002106;MATERIAIS DURAVEIS;DIVERSOS;PROTETOR DE PE (AZUL/VERMELHO);
